item,price,link
Caixa de Carnium Perfeito[5],20,ragnarok.uol.com.br/database/thor/itens/detalhes/hd_carnium_box5
Caixa de Carnium Perfeito[5],20,ragnarok.uol.com.br/database/thor/itens/detalhes/f_hd_carnium_box5
Caixa de Carvão,20,ragnarok.uol.com.br/database/thor/itens/detalhes/coal_10_box
Caixa de Chamado Urgente,20,ragnarok.uol.com.br/database/thor/itens/detalhes/emergency_box1
Caixa com Manjuba 2,20,ragnarok.uol.com.br/database/thor/itens/detalhes/saurel_box2
Caixa com Parafusos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/stuckhead_screw_box
Caixa Convidativa,20,ragnarok.uol.com.br/database/thor/itens/detalhes/splendid_box
Caixa da Bandeira Brasileira,20,ragnarok.uol.com.br/database/thor/itens/detalhes/bro_flag_box
Caixa da Galinha,20,ragnarok.uol.com.br/database/thor/itens/detalhes/hen_set_box
Caixa das Melhores Armas,20,ragnarok.uol.com.br/database/thor/itens/detalhes/high_weapon_box
Caixa de Abrasivos [10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/abrasive_box10
Caixa de Assumptio [30],20,ragnarok.uol.com.br/database/thor/itens/detalhes/assumptio_5_box30
Caixa de Assumptio[20],20,ragnarok.uol.com.br/database/thor/itens/detalhes/assumptio_5_scroll_box
Caixa de Asura,20,ragnarok.uol.com.br/database/thor/itens/detalhes/asura_box
Caixa de Balista,20,ragnarok.uol.com.br/database/thor/itens/detalhes/balistar_box
Caixa de Bardiche,20,ragnarok.uol.com.br/database/thor/itens/detalhes/pole_axe_box
Caixa de Bolo,20,ragnarok.uol.com.br/database/thor/itens/detalhes/chung_e_cake_box
Caixa de Bomba Ácida [10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/acidbomb_10_box
Caixa de Bradium,20,ragnarok.uol.com.br/database/thor/itens/detalhes/bradium_box
Caixa de Bradium Perfeito[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/hd_bradium_box10
Caixa de Bradium Perfeito[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/f_hd_bradium_box10
Caixa de Bradium Perfeito[5],20,ragnarok.uol.com.br/database/thor/itens/detalhes/hd_bradium_box5
Caixa de Cruz Impiedosa,20,ragnarok.uol.com.br/database/thor/itens/detalhes/right_epsilon_box
Caixa de Cupom de Tintura,20,ragnarok.uol.com.br/database/thor/itens/detalhes/cloth_dye_coupon_box
Caixa de Cupom PC Bang,20,ragnarok.uol.com.br/database/thor/itens/detalhes/pcbang_coupon_box2
Caixa de Cupom Removedor,20,ragnarok.uol.com.br/database/thor/itens/detalhes/cloth_dye_coupon2_box
Caixa de Diário do Sábio,20,ragnarok.uol.com.br/database/thor/itens/detalhes/diary_of_great_sage_box
Caixa de Disfarce de Peixe,20,ragnarok.uol.com.br/database/thor/itens/detalhes/fish_head_hat_box
Caixa de Doces Mágicos [10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/magic_candy_box10
Caixa de Enguias Malhada 1,20,ragnarok.uol.com.br/database/thor/itens/detalhes/brindle_eel_box1
Caixa de Enguias Malhada 2,20,ragnarok.uol.com.br/database/thor/itens/detalhes/brindle_eel_box2
Caixa de Chapéu Chinês,20,ragnarok.uol.com.br/database/thor/itens/detalhes/sahkkat_box
Caixa de Chapéu de Corsário,20,ragnarok.uol.com.br/database/thor/itens/detalhes/corsair_box
Caixa de Chapéu de Pavão,20,ragnarok.uol.com.br/database/thor/itens/detalhes/peacock_feather_box
Caixa de Chapéu de Poring Noel,20,ragnarok.uol.com.br/database/thor/itens/detalhes/santa_poring_hat_box
Caixa de Chapéu de Quati,20,ragnarok.uol.com.br/database/thor/itens/detalhes/quati_hat_box
Caixa de Chapéu de Tucano,20,ragnarok.uol.com.br/database/thor/itens/detalhes/tucan_hat_box
Caixa de Churrasco Selvagem,20,ragnarok.uol.com.br/database/thor/itens/detalhes/whole_barbecue_box
Caixa de Chuva de Meteoros,20,ragnarok.uol.com.br/database/thor/itens/detalhes/meteor_10_scroll_box
Caixa de Colar,20,ragnarok.uol.com.br/database/thor/itens/detalhes/necklace_box
Caixa de Coroa do Líder,20,ragnarok.uol.com.br/database/thor/itens/detalhes/lord_circlet_box
Caixa de Espadachim,20,ragnarok.uol.com.br/database/thor/itens/detalhes/br_swordpackage
Caixa de Esquiva,20,ragnarok.uol.com.br/database/thor/itens/detalhes/flee_30_scroll_box
Caixa de Excalibur,20,ragnarok.uol.com.br/database/thor/itens/detalhes/excalibur_box
Caixa de Faca de Combate,20,ragnarok.uol.com.br/database/thor/itens/detalhes/combat_knife_box
Caixa de Ferro,20,ragnarok.uol.com.br/database/thor/itens/detalhes/iron_10_box
Caixa de Florzinha,20,ragnarok.uol.com.br/database/thor/itens/detalhes/steel_flower_box
Caixa de Fogos de Artifício Juninos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/j_firecracker_box
Caixa de Guerra Elite,20,ragnarok.uol.com.br/database/thor/itens/detalhes/elite_siege_box
Caixa de Guerra Recruta,20,ragnarok.uol.com.br/database/thor/itens/detalhes/basic_siege_box
Caixa de Guerra Veterano,20,ragnarok.uol.com.br/database/thor/itens/detalhes/adv_siege_box
Caixa de Guilherme Tell,20,ragnarok.uol.com.br/database/thor/itens/detalhes/apple_of_archer_box
Caixa de Infiltrador,20,ragnarok.uol.com.br/database/thor/itens/detalhes/infiltrator_box
Caixa de Ira de Thor,20,ragnarok.uol.com.br/database/thor/itens/detalhes/vermilion_10_scroll_box
Caixa de Fogos de Artifício: Aniversário,20,ragnarok.uol.com.br/database/thor/itens/detalhes/fire_cracker_bday_box
Caixa de Fogos de Artifício: Dia dos Namorados 1,20,ragnarok.uol.com.br/database/thor/itens/detalhes/fire_cracker_love_box
Caixa de Fogos de Artifício: Dia dos Namorados 2,20,ragnarok.uol.com.br/database/thor/itens/detalhes/fire_cracker_wday_box
Caixa de Fogos de Artifício: Dia dos Namorados 3,20,ragnarok.uol.com.br/database/thor/itens/detalhes/fire_cracker_vday_box
Caixa de Fogos de Artifício: Natal,20,ragnarok.uol.com.br/database/thor/itens/detalhes/fire_cracker_xmas_box
Caixa de Fruto de Yggdrasil[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/yggdrasilberry_box_
Caixa de Galhos Secos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/branch_of_dead_tree_box
Caixa de Galhos Secos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/dead_tree_branch_box1
Caixa de Ganância,20,ragnarok.uol.com.br/database/thor/itens/detalhes/greed_box30
Caixa de Megafone[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/megaphone_box
Caixa de Mercador,20,ragnarok.uol.com.br/database/thor/itens/detalhes/br_merpackage
Caixa de Muramasa,20,ragnarok.uol.com.br/database/thor/itens/detalhes/muramasa_box
Caixa de Nagan,20,ragnarok.uol.com.br/database/thor/itens/detalhes/nagan_box
Caixa de Neuralizador[1],20,ragnarok.uol.com.br/database/thor/itens/detalhes/neuralizer_box
Caixa de Nevasca[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/storm_10_scroll_box
Caixa de Noviço,20,ragnarok.uol.com.br/database/thor/itens/detalhes/br_acolpackage
Caixa de Núcleo Vesper 01,20,ragnarok.uol.com.br/database/thor/itens/detalhes/vesper_core01_box
Caixa de Núcleo Vesper 02,20,ragnarok.uol.com.br/database/thor/itens/detalhes/vesper_core02_box
Caixa de Núcleo Vesper 03,20,ragnarok.uol.com.br/database/thor/itens/detalhes/vesper_core03_box
Caixa de Núcleo Vesper 04,20,ragnarok.uol.com.br/database/thor/itens/detalhes/vesper_core04_box
Caixa de O Zero Anel,20,ragnarok.uol.com.br/database/thor/itens/detalhes/all_in_one_ring_box
Caixa de Garrafas Vazias,20,ragnarok.uol.com.br/database/thor/itens/detalhes/empty_bottle_box
Caixa de Gatuno,20,ragnarok.uol.com.br/database/thor/itens/detalhes/br_thiefpackage
Caixa de Lacinho Natalino,20,ragnarok.uol.com.br/database/thor/itens/detalhes/bell_ribbon_box
Caixa de Lex Aeterna,20,ragnarok.uol.com.br/database/thor/itens/detalhes/lex_aeterna_scroll_box
Caixa de Luvas,20,ragnarok.uol.com.br/database/thor/itens/detalhes/glove_box
Caixa de Maçãs Bichadas,20,ragnarok.uol.com.br/database/thor/itens/detalhes/green_apple_box
Caixa de Madeira Entalhada,20,ragnarok.uol.com.br/database/thor/itens/detalhes/jan_groove_box
Caixa de Mago,20,ragnarok.uol.com.br/database/thor/itens/detalhes/br_magepackage
Caixa de Manteau das Sílfides,20,ragnarok.uol.com.br/database/thor/itens/detalhes/wasteland_outlaw_box
Caixa de Manteau das Sílfides,20,ragnarok.uol.com.br/database/thor/itens/detalhes/sylphid_manteau_box
Caixa de Máscara de Onça-Pintada,20,ragnarok.uol.com.br/database/thor/itens/detalhes/jaguar_hat_box
Caixa de Olhos Biônicos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/robo_eye_box
Caixa de Orelhas de Coelho,20,ragnarok.uol.com.br/database/thor/itens/detalhes/bunny_band_box
Caixa de Orelhas de Elfo,20,ragnarok.uol.com.br/database/thor/itens/detalhes/elven_ears_box
Caixa de Ovo Surpresa,20,ragnarok.uol.com.br/database/thor/itens/detalhes/pet_egg_scroll_box1
Caixa de Ovo Surpresa,20,ragnarok.uol.com.br/database/thor/itens/detalhes/pet_egg_scroll_box2
Caixa de Ovo Surpresa,20,ragnarok.uol.com.br/database/thor/itens/detalhes/pet_egg_scroll_box3
Caixa de Ovo Surpresa,20,ragnarok.uol.com.br/database/thor/itens/detalhes/pet_egg_scroll_box4
Caixa de Ovo Surpresa,20,ragnarok.uol.com.br/database/thor/itens/detalhes/pet_egg_scroll_box5
Caixa de Pedra Antiga,20,ragnarok.uol.com.br/database/thor/itens/detalhes/old_ore_box
Caixa de Pedra das Valquírias,20,ragnarok.uol.com.br/database/thor/itens/detalhes/pr_reset_stone_box
Caixa de Pedra das Valquírias,20,ragnarok.uol.com.br/database/thor/itens/detalhes/fpr_reset_stone_box
Caixa de Pergaminhos Abelha Rainha,20,ragnarok.uol.com.br/database/thor/itens/detalhes/mistresss_box
Caixa de Teleporte 4,20,ragnarok.uol.com.br/database/thor/itens/detalhes/teleport_box4
Caixa de Teleporte 5,20,ragnarok.uol.com.br/database/thor/itens/detalhes/teleport_box5
Caixa de Teleporte 6,20,ragnarok.uol.com.br/database/thor/itens/detalhes/teleport_box6
Caixa de Tiara de Donzela,20,ragnarok.uol.com.br/database/thor/itens/detalhes/chung_hairband_box
Caixa de Tiara de Samambaia,20,ragnarok.uol.com.br/database/thor/itens/detalhes/samambaia_box
Caixa de Túnica Espiritual,20,ragnarok.uol.com.br/database/thor/itens/detalhes/spiritual_tunic_box
Caixa de Veneno Mortal [10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/poison_bottle_10_box
Caixa de Veneno Mortal [30],20,ragnarok.uol.com.br/database/thor/itens/detalhes/poison_bottle_30_box
Caixa do Anel Crítico Aprimorado,20,ragnarok.uol.com.br/database/thor/itens/detalhes/f_critical_ring_box
Caixa de Regeneração [5],20,ragnarok.uol.com.br/database/thor/itens/detalhes/regeneration_box5
Caixa de Rosário,20,ragnarok.uol.com.br/database/thor/itens/detalhes/rosary_box
Caixa de Rugido Sangrento,20,ragnarok.uol.com.br/database/thor/itens/detalhes/bloody_roar_box
Caixa de Sapatos Refrescantes,20,ragnarok.uol.com.br/database/thor/itens/detalhes/refresh_shoes_box
Caixa de Sashimi,20,ragnarok.uol.com.br/database/thor/itens/detalhes/superb_fish_slice_box
Caixa de Suprimentos TE,20,ragnarok.uol.com.br/database/thor/itens/detalhes/siege_kit_box
Caixa de Teleporte 1,20,ragnarok.uol.com.br/database/thor/itens/detalhes/teleport_box1
Caixa de Teleporte 2,20,ragnarok.uol.com.br/database/thor/itens/detalhes/teleport_box2
Caixa de Teleporte 3,20,ragnarok.uol.com.br/database/thor/itens/detalhes/teleport_box3
Caixa de Pergaminhos Orc Herói,20,ragnarok.uol.com.br/database/thor/itens/detalhes/orc_heros_box
Caixa de Pergaminhos Tao Gunka,20,ragnarok.uol.com.br/database/thor/itens/detalhes/taogunkas_box
Caixa de Poção do Vento,20,ragnarok.uol.com.br/database/thor/itens/detalhes/speed_up_potion_box10
Caixa de Poções de Defesa do RWC,20,ragnarok.uol.com.br/database/thor/itens/detalhes/ex_def_potion_box
Caixa de Poções TE,20,ragnarok.uol.com.br/database/thor/itens/detalhes/te_potion_box
Caixa de Presilha Aprimorada,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_clip_box
Caixa de Presilha da Ganância,20,ragnarok.uol.com.br/database/thor/itens/detalhes/greed_clip_box
Caixa de Punho do Kaiser,20,ragnarok.uol.com.br/database/thor/itens/detalhes/kaiser_knuckle_box
Caixa de Rédea,20,ragnarok.uol.com.br/database/thor/itens/detalhes/boarding_halter_box
Caixa de Rédea[Temporária],20,ragnarok.uol.com.br/database/thor/itens/detalhes/b_halter_box_30days
Caixa de Refrescos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/spirit_liquor_box
Caixa de Regeneração [10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/regeneration_box10
Caixa do Comediante,20,ragnarok.uol.com.br/database/thor/itens/detalhes/comin_actor_box
Caixa do Vento[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/wind_walk_10_scroll_box
Caixa Escudo Celestial,20,ragnarok.uol.com.br/database/thor/itens/detalhes/immuned_shield_box
Caixa Especial de Pergaminhos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/bro_package1
Caixa Máscara Esquisita,20,ragnarok.uol.com.br/database/thor/itens/detalhes/black_devil_mask_box
Caixa Memorável do Anel RWC,20,ragnarok.uol.com.br/database/thor/itens/detalhes/rwc_2012_ring_box
Caixa Memorável do Colar RWC,20,ragnarok.uol.com.br/database/thor/itens/detalhes/rwc_2012_pendant_box
Caixa Memorável do RWC,20,ragnarok.uol.com.br/database/thor/itens/detalhes/rwc_2012_set_box
Caixa para Andarilho,20,ragnarok.uol.com.br/database/thor/itens/detalhes/wanderer_box
Caixa para Diabolik,20,ragnarok.uol.com.br/database/thor/itens/detalhes/diabolic_box
Caixa para Goblin (Adaga),20,ragnarok.uol.com.br/database/thor/itens/detalhes/knife_goblin_box
Caixa para Goblin (Mangual),20,ragnarok.uol.com.br/database/thor/itens/detalhes/flail_goblin_box
Caixa para Goblin (Martelo),20,ragnarok.uol.com.br/database/thor/itens/detalhes/hammer_goblin_box
Caixa Surpresa,20,ragnarok.uol.com.br/database/thor/itens/detalhes/fools_day_box
Caixa Surpresa,20,ragnarok.uol.com.br/database/thor/itens/detalhes/fools_day_box2
Cajado do Líder,20,ragnarok.uol.com.br/database/thor/itens/detalhes/staff_of_leader
Cálice da Ilusão[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/glass_of_illusion_box10
Cálice da Ilusão[5],20,ragnarok.uol.com.br/database/thor/itens/detalhes/glass_of_illusion_box5
Camiseta do Avesso,20,ragnarok.uol.com.br/database/thor/itens/detalhes/insideout_shirt
Carta Fenris Fenrir,20,ragnarok.uol.com.br/database/thor/itens/detalhes/fenrir_card__
Cartão Kafra[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/kafra_card_box
Cartas [Arqueiro],20,ragnarok.uol.com.br/database/thor/itens/detalhes/archer_card_box
Cartas [Espadachim],20,ragnarok.uol.com.br/database/thor/itens/detalhes/swordman_card_box
Cartas [Gatuno],20,ragnarok.uol.com.br/database/thor/itens/detalhes/thief_card_box
Cartas [Geffenia],20,ragnarok.uol.com.br/database/thor/itens/detalhes/geffenia_card_box
Cartas [Glast Heim],20,ragnarok.uol.com.br/database/thor/itens/detalhes/owl_card_box
Cartas [Mago],20,ragnarok.uol.com.br/database/thor/itens/detalhes/mage_card_box
Cartas [Mercador],20,ragnarok.uol.com.br/database/thor/itens/detalhes/merchant_card_box
Cartas [Nifflheim],20,ragnarok.uol.com.br/database/thor/itens/detalhes/ghost_card_box
Cartas [Noviço],20,ragnarok.uol.com.br/database/thor/itens/detalhes/acolyte_card_box
Cartas [Pesadelo],20,ragnarok.uol.com.br/database/thor/itens/detalhes/nightmare_card_box
Cartas [Torre],20,ragnarok.uol.com.br/database/thor/itens/detalhes/clock_tower_card_box
Certificado Espiritual,20,ragnarok.uol.com.br/database/thor/itens/detalhes/halloween_certificate
Cesta de Frutas,20,ragnarok.uol.com.br/database/thor/itens/detalhes/fruit_basket
Chocolate com Morangos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/strawberry_choco
Chocolate dos Apaixonados,20,ragnarok.uol.com.br/database/thor/itens/detalhes/cute_strawberry_choco
Chá Exótico de Mora,20,ragnarok.uol.com.br/database/thor/itens/detalhes/mora_hip_tea
Chama Azulada,20,ragnarok.uol.com.br/database/thor/itens/detalhes/flaming_ice
Cinturão de Tikbalang,20,ragnarok.uol.com.br/database/thor/itens/detalhes/tikbalang_belt
Cinzel do Gigante,20,ragnarok.uol.com.br/database/thor/itens/detalhes/chisel_of_giant
Coquetéis Sopro do Dragão,20,ragnarok.uol.com.br/database/thor/itens/detalhes/int_dish_box
Cogumelo Estrela,20,ragnarok.uol.com.br/database/thor/itens/detalhes/star_shape_mushroom
Conta Brilhante,20,ragnarok.uol.com.br/database/thor/itens/detalhes/shining_beads
Coração Jovial,20,ragnarok.uol.com.br/database/thor/itens/detalhes/girls_heart
Coração Puro,20,ragnarok.uol.com.br/database/thor/itens/detalhes/boys_naivety
Costela de Jormungand,20,ragnarok.uol.com.br/database/thor/itens/detalhes/rib_of_jormungand
Couro de Hraesvelg,20,ragnarok.uol.com.br/database/thor/itens/detalhes/skin_of_hraesvelg
Cristal do Tempo,20,ragnarok.uol.com.br/database/thor/itens/detalhes/temporal_crystal
Cristal Espiritual,20,ragnarok.uol.com.br/database/thor/itens/detalhes/halloween_fragment
Cristal Puro de Energia,20,ragnarok.uol.com.br/database/thor/itens/detalhes/high_purity_energy_xtal
Cristal Refinado de Energia,20,ragnarok.uol.com.br/database/thor/itens/detalhes/purified_energy_crystal
Crunch Toast Box,20,ragnarok.uol.com.br/database/thor/itens/detalhes/toast_box
Cupom de Slot,20,ragnarok.uol.com.br/database/thor/itens/detalhes/slot_coupon
Cristal Bruto de Energia,20,ragnarok.uol.com.br/database/thor/itens/detalhes/rough_energy_crystal
Cx Adaga Aprimorada,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_dagger_box
Cx Anel Caç. de Morto-Vivo[15Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/hallow_ring_box2
Cx Anel Caçador de Dragões[15Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/dragoon_ring_box2
Cx Anel Caçador de Dragões[7Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/dragoon_ring_box
Cx Anel Caçador Veterano[15Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/beholder_ring_box2
Cx Anel Colec. de Insetos[15Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/insecticide_ring_box2
Cx Bomba Ácida[50],20,ragnarok.uol.com.br/database/thor/itens/detalhes/acidbomb_box50
Cx Bomba Ácida[500],20,ragnarok.uol.com.br/database/thor/itens/detalhes/acidbomb_box500
Cx Cajado Aprimorado,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_staff_box
Cx Compêndio de Batalha,20,ragnarok.uol.com.br/database/thor/itens/detalhes/bm75_10box
Cx da Adaga Aprimorada,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_dagger_box2
Cx da Katar Aprimorada,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_katar_box2
Cx da Maça Aprimorada,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_mace_box2
Cx da Pistola Aprimorada,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_revolver_box2
Cx de Caranguejo Malangdo 1,20,ragnarok.uol.com.br/database/thor/itens/detalhes/malang_crab_box1
Cx de Caranguejo Malangdo 2,20,ragnarok.uol.com.br/database/thor/itens/detalhes/malang_crab_box2
Cx do Arco Aprimorado,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_bow_box2
Cx do Cajado Aprimorado,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_staff_box2
Cx do Livro Aprimorado,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_book_box2
Cx Doce Hiper Açucarado [5],20,ragnarok.uol.com.br/database/thor/itens/detalhes/spark_candy_box5
Cx Elunium Enriquecido [5],20,ragnarok.uol.com.br/database/thor/itens/detalhes/enriched_elunium_box5
Cx Escudo de Força [A],20,ragnarok.uol.com.br/database/thor/itens/detalhes/shelter_resistance_box
Cx Espada Aprim. de 2 Mãos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_twohand_sword_box
Cx Espada Aprim. de 2 Mãos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_twohand_sword_box2
Cx Espetinhos Vegetarianos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/meat_veg_skewer_box
Cx Garrafa Vazia [10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/empty_bottle_box10
Cx Garrafa Vazia [100],20,ragnarok.uol.com.br/database/thor/itens/detalhes/empty_bottle_box100
Cx Garrafa Vazia [500],20,ragnarok.uol.com.br/database/thor/itens/detalhes/empty_bottle_box500
Cx Anel do Pescador[7Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/fisher_ring_box
Cx Arco Aprimorado,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_bow_box
Cx Asas de Borboleta [20],20,ragnarok.uol.com.br/database/thor/itens/detalhes/butterfly_wing_box20
Cx Asas de Borboleta [50],20,ragnarok.uol.com.br/database/thor/itens/detalhes/butterfly_wing_box50
Cx Asas de Mosca [10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/wing_of_fly_box10
Cx Asas de Mosca [100],20,ragnarok.uol.com.br/database/thor/itens/detalhes/wing_of_fly_box100
Cx Asas de Mosca [50],20,ragnarok.uol.com.br/database/thor/itens/detalhes/wing_of_fly_box50
Cx Asas de Mosca Gigantes[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/giant_fly_wing_box
Cx Asas de Mosca Gigantes[100],20,ragnarok.uol.com.br/database/thor/itens/detalhes/giant_fly_wing_box100
Cx Asas de Mosca Gigantes[500],20,ragnarok.uol.com.br/database/thor/itens/detalhes/giant_fly_wing_box500
Cx Bola de Ferro Ensang.,20,ragnarok.uol.com.br/database/thor/itens/detalhes/bloody_iron_ball_box
Cx Anel Colec. de Insetos[7Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/insecticide_ring_box
Cx Anel de Pescador[15Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/fisher_ring_box2
Cx Anel do Açougueiro[15Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/bloody_ring_box2
Cx Anel do Anjo Caído[15Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/satanic_ring_box2
Cx Anel do Anjo Caído[7Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/satanic_ring_box
Cx Anel do Devastador[15Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/chemical_ring_box2
Cx Anel do Devastador[7Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/chemical_ring_box
Cx Anel do Exorcista[15Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/decussate_ring_box2
Cx Anel do Exorcista[7Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/decussate_ring_box
Cx Anel do Ganhador[15Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/clamorous_ring_box2
Cx Anel do Ganhador[7Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/clamorous_ring_box
Cx Bomba Ácida[100],20,ragnarok.uol.com.br/database/thor/itens/detalhes/acidbomb_box100
Cx Lança Aprim. de 2 Mãos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_lance_box
Cx Lança Aprimorada de 2 Mãos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_lance_box2
Cx Livro Aprimorado,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_book_box
Cx Maça Aprimorada,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_mace_box
Cx Mach. Aprim. de 2 Mãos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_two_handed_axe_box
Cx Mach. Aprimorado de 2 Mãos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_two_handed_axe_box2
Cx Man. Combate de Classe[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/job_manual50_box
Cx Manual de Combate[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/battle_manual_box
Cx Materiais de Itens Divinos,20,ragnarok.uol.com.br/database/thor/itens/detalhes/god_material_box
Cx Oridecon Enriquecido [5],20,ragnarok.uol.com.br/database/thor/itens/detalhes/enriched_oridecon_box5
Cx Rédea Experimental [3Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/boarding_halter_box3
Cx Rédea Experimental [7Dias],20,ragnarok.uol.com.br/database/thor/itens/detalhes/boarding_halter_box7
Cx Sashimi Saboroso [100],20,ragnarok.uol.com.br/database/thor/itens/detalhes/superb_fish_box100
Cx Sashimi Saboroso [50],20,ragnarok.uol.com.br/database/thor/itens/detalhes/superb_fish_box50
Cx Sashimi Saboroso [500],20,ragnarok.uol.com.br/database/thor/itens/detalhes/superb_fish_box500
Cx Suprimento de Armas de GdE,20,ragnarok.uol.com.br/database/thor/itens/detalhes/sg_weapon_supply_box
Cx Veneno Mortal[100],20,ragnarok.uol.com.br/database/thor/itens/detalhes/poison_bottle_box100
Cx Veneno Mortal[50],20,ragnarok.uol.com.br/database/thor/itens/detalhes/poison_bottle_box50
Cx Pistola Aprimorada,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_revolver_box
Cx Poções Azuis de GdE[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/sg_blue_potion_box
Cx Poções Brancas de GdE[30],20,ragnarok.uol.com.br/database/thor/itens/detalhes/sg_white_potion_box
Cx Poções Violeta de GdE[200],20,ragnarok.uol.com.br/database/thor/itens/detalhes/sg_vi_potion_box200
Cx Poções Violeta de GdE[50],20,ragnarok.uol.com.br/database/thor/itens/detalhes/sg_violet_potion_box
Defesa Mágica Menor[30],20,ragnarok.uol.com.br/database/thor/itens/detalhes/s_mdef_potion_box30
Defesa Mágica Menor[50],20,ragnarok.uol.com.br/database/thor/itens/detalhes/s_mdef_potion_box50
Defesa Maior[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/b_def_potion_box10
Defesa Maior[30],20,ragnarok.uol.com.br/database/thor/itens/detalhes/b_def_potion_box30
Defesa Maior[50],20,ragnarok.uol.com.br/database/thor/itens/detalhes/b_def_potion_box50
Defesa Menor[10],20,ragnarok.uol.com.br/database/thor/itens/detalhes/s_def_potion_box10
Defesa Menor[30],20,ragnarok.uol.com.br/database/thor/itens/detalhes/s_def_potion_box30
Defesa Menor[50],20,ragnarok.uol.com.br/database/thor/itens/detalhes/s_def_potion_box50
Cx. Asa de Mosca Ilimitada (3 dias),20,ragnarok.uol.com.br/database/thor/itens/detalhes/c_wing_of_fly_3day_box
Cx. Proteção do Deus do Mar,20,ragnarok.uol.com.br/database/thor/itens/detalhes/ptotection_seagod_box
Cx. Proteção do Deus do Mar 2,20,ragnarok.uol.com.br/database/thor/itens/detalhes/ptotection_seagod_box2
Cx. Proteção do Deus do Mar 3,20,ragnarok.uol.com.br/database/thor/itens/detalhes/ptotection_seagod_box3
Cx. Shuriken Huuma Aprimorado,20,ragnarok.uol.com.br/database/thor/itens/detalhes/upg_huuma_shuriken_box
