monster,item,dropRate,link
Múmia,Bandagem Estragada,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_mummy
Múmia,Minério de Oridecon,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_mummy
Múmia,Espólio,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_mummy
Múmia,Panacéia,2.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_mummy
Múmia,Erva Amarela,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_mummy
Múmia,Carta Múmia,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_mummy
Salgueiro,Raiz de Árvore,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wilow
Salgueiro,Tronco,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wilow
Salgueiro,Resina,15%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wilow
Salgueiro,Batata Doce,7%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wilow
Salgueiro,Tronco Estéril,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wilow
Salgueiro,Tronco Sólido,20%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wilow
Salgueiro,Tronco de Alta Qualidade,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wilow
Salgueiro,Carta Salgueiro,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wilow
Múmia,Bandagem Estragada,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/mummy
Múmia,Minério de Oridecon,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/mummy
Múmia,Espólio,5.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/mummy
Múmia,Panacéia,2.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/mummy
Múmia,Erva Amarela,8.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/mummy
Múmia,Carta Múmia,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/mummy
Marionete,Cabelos Dourados,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marionette
Marionete,Barreira de Fogo Nível 5,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marionette
Marionete,Carta Marionete,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marionette
PecoPeco,Bico de Ave,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pecopeco
PecoPeco,Erva Amarela,2%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pecopeco
PecoPeco,Erva Vermelha,9%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pecopeco
PecoPeco,Laranja,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pecopeco
PecoPeco,Vareta [2],1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pecopeco
PecoPeco,Carta PecoPeco,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pecopeco
Plâncton,Célula Única,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/plankton
Plâncton,Garleta,3%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/plankton
Plâncton,Muco Pegajoso,7%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/plankton
Plâncton,Álcool,0.04,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/plankton
Plâncton,Garrafa Vazia,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/plankton
Plâncton,Musgo Encharcado,0.2,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/plankton
Plâncton,Poção da Concentração,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/plankton
Plâncton,Carta Plankton,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/plankton
Plankton,Célula Única,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_plankton
Plankton,Doce de Tapioca,3%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_plankton
Plankton,Muco Pegajoso,7%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_plankton
Plankton,Álcool,0.04,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_plankton
Plankton,Garrafa Vazia,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_plankton
Plankton,Musgo Encharcado,0.2,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_plankton
Plankton,Poção da Concentração,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_plankton
Plankton,Carta Plankton,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_plankton
Selvagem,Crina,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage
Selvagem,Uvas,3%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage
Selvagem,Sangue de Animal,0.02,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage
Selvagem,Carne de Selvagem,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage
Selvagem,Minério de Elunium,0.7,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage
Selvagem,Geléia Real,0.02,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage
Selvagem,Carta Selvagem,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage
Sapo de Rodda,Pata Pegajosa,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/roda_frog
Sapo de Rodda,Ova de Sapo,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/roda_frog
Sapo de Rodda,Erva Verde,3%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/roda_frog
Sapo de Rodda,Esmeralda,0.07,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/roda_frog
Sapo de Rodda,Garrafa Vazia,20%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/roda_frog
Sapo de Rodda,Carta Sapo de Rodda,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/roda_frog
Poeira,Pó de Traça,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/dustiness
Poeira,Asas de Traça,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/dustiness
Poeira,Antenas de Inseto,20%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/dustiness
Poeira,Poeira Estelar,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/dustiness
Poeira,Erva Vermelha,12%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/dustiness
Poeira,Carta Poeira,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/dustiness
Martin,Bigodes de Toupeira,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_martin
Martin,Cocada Cremosa,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_martin
Martin,Jur [3],0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_martin
Martin,Carta Martin,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_martin
Martin,Bigodes de Toupeira,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/martin
Martin,Garras de Toupeira,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/martin
Martin,Carta Martin,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/martin
Bebe Selvagem,Couro de Animal,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage_babe
Bebe Selvagem,Carne,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage_babe
Bebe Selvagem,Carne de Selvagem,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage_babe
Bebe Selvagem,Pluma,8.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage_babe
Bebe Selvagem,Fracon,0.8,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage_babe
Bebe Selvagem,Leite Doce,0.4,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage_babe
Bebe Selvagem,Carta Bebê Selvagem,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/savage_babe
Picky,Plumas de Ave,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/picky_
Picky,Pluma,7%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/picky_
Picky,Erva Vermelha,6%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/picky_
Picky,Leite,3%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/picky_
Picky,Gema Amarela,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/picky_
Picky,Carta Picky com casca,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/picky_
Verit,Coração Imortal,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/verit
Verit,Zargônio,7%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/verit
Verit,Bandagem Estragada,11%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/verit
Verit,Erva Branca,6%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/verit
Verit,Bracelete da Obediência,0.2,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/verit
Verit,Carta Verit,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/verit
Verit,Coração Imortal,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_verit
Verit,Zargônio,7%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_verit
Verit,Bandagem Estragada,11%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_verit
Verit,Erva Branca,6%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_verit
Verit,Bracelete da Obediência,0.2,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_verit
Verit,Carta Verit,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_verit
Picky,Plumas de Ave,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/picky
Picky,Pluma,7%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/picky
Picky,Erva Vermelha,5.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/picky
Picky,Leite,3%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/picky
Picky,Gema Amarela,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/picky
Magnólia,Frigideira Velha,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/magnolia
Magnólia,Garleta,8%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/magnolia
Magnólia,Scell,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/magnolia
Magnólia,Zargônio,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/magnolia
Magnólia,Concha Preta,0.4,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/magnolia
Magnólia,Erva Amarela,4%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/magnolia
Magnólia,Kit de Culinária Profissional,0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/magnolia
Magnólia,Carta Magnólia,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/magnolia
Magnolia,Frigideira Velha,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_magnolia
Magnolia,Garleta,8%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_magnolia
Magnolia,Scell,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_magnolia
Magnolia,Zargônio,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_magnolia
Magnolia,Concha Preta,0.4,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_magnolia
Magnolia,Pudim de Leite,4%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_magnolia
Magnolia,Kit de Culinária Profissional,0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_magnolia
Magnolia,Carta Magnólia,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_magnolia
Esporo,Esporo de Cogumelo,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spore
Esporo,Erva Vermelha,8%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spore
Esporo,Erva Azul,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spore
Esporo,Boneco de Esporo,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spore
Esporo,Esporo Venenoso,0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spore
Esporo,Morango,6%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spore
Esporo,Carta Esporo,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spore
Jakk,Zé-Lanterna,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/jakk
Jakk,Zargônio,9%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/jakk
Jakk,Minério de Elunium,0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/jakk
Jakk,Colar do Oblívio,0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/jakk
Jakk,Abóbora,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/jakk
Jakk,Partículas de Luz,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/jakk
Jakk,Carta Jakk,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/jakk
Jibóia,Escamas de Cobra,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/snake
Jibóia,Erva Vermelha,9%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/snake
Jibóia,Emveretarcon,0.35,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/snake
Jibóia,Canino Venenoso,8%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/snake
Jibóia,Escama Brilhante,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/snake
Jibóia,Maçã,6%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/snake
Jibóia,Carta Jibóia,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/snake
Andre,Pele de Verme,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/andre
Andre,Garleta,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/andre
Andre,Muco Pegajoso,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/andre
Andre,Vida Verdejante,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/andre
Andre,Poeira Estelar,0.04,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/andre
Andre,Minério de Ferro,3.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/andre
Andre,Minério de Elunium,0.28,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/andre
Andre,Carta Andre,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/andre
Belzebu,Coroa Quebrada,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/beelzebub_
Belzebu,Carnium,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/beelzebub_
Belzebu,Boneco de Chonchon,55%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/beelzebub_
Belzebu,Death Note [2],20%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/beelzebub_
Belzebu,Bastão da Destruição [1],20%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/beelzebub_
Belzebu,Carta Belzebu,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/beelzebub_
Piere,Pele de Verme,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/piere
Piere,Garleta,11%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/piere
Piere,Muco Pegajoso,6%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/piere
Piere,Frescor do Vento,0.3,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/piere
Piere,Poeira Estelar,0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/piere
Piere,Minério de Ferro,4%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/piere
Piere,Minério de Elunium,0.31,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/piere
Piere,Carta Andre,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/piere
Argos,Teia de Aranha,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/argos
Argos,Scell,12%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/argos
Argos,Pata de Inseto,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/argos
Argos,Minério de Elunium,0.61,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/argos
Argos,Erva Verde,6.7,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/argos
Argos,Erva Amarela,2.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/argos
Argos,Carta Argos,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/argos
Yoyo,Cauda de Yoyo,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/yoyo
Yoyo,Banana,15%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/yoyo
Yoyo,Erva Amarela,2%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/yoyo
Yoyo,Cacau,9%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/yoyo
Yoyo,Boneco de Yoyo,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/yoyo
Yoyo,Minério de Oridecon,0.24,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/yoyo
Yoyo,Morango,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/yoyo
Yoyo,Carta Yoyo,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/yoyo
Marte,Tinta de Polvo,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marse
Marte,Tentáculo,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marse
Marte,Gema Azul,2%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marse
Marte,Aquamarina,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marse
Marte,Gelo Místico,0.12,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marse
Marte,Colar da Sabedoria,0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marse
Marte,Uvas,3%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marse
Marte,Carta Marte,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marse
Tarou,Cauda de Rato,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tarou
Tarou,Couro de Animal,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tarou
Tarou,Pluma,8%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tarou
Tarou,Ração para Monstros,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tarou
Tarou,Armadilha para Insetos,0.02,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tarou
Tarou,Carta Tarou,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tarou
Deniro,Pele de Verme,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deniro
Deniro,Garleta,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deniro
Deniro,Muco Pegajoso,12%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deniro
Deniro,Sangue Escarlate,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deniro
Deniro,Poeira Estelar,0.08,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deniro
Deniro,Minério de Ferro,4.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deniro
Deniro,Minério de Elunium,0.34,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deniro
Deniro,Carta Andre,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deniro
Coco,Avelã,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_coco
Coco,Felpa,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_coco
Coco,Couro de Animal,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_coco
Coco,Batata Doce,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_coco
Coco,Doce de Feijão,6%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_coco
Coco,Carta Koko,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_coco
Koko,Avelã,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/coco
Koko,Felpa,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/coco
Koko,Couro de Animal,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/coco
Koko,Batata Doce,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/coco
Koko,Morango,6%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/coco
Koko,Carta Koko,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/coco
Ktullanux,Escama de Gelo,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_ktullanux
Ktullanux,Velho Álbum de Cartas,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_ktullanux
Ktullanux,Velha Caixa Roxa,50%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_ktullanux
Ktullanux,Fruto de Yggdrasil,50%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_ktullanux
Ktullanux,Caixa Convidativa,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_ktullanux
Ktullanux,Carta Ktullanux,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_ktullanux
Ktullanux,Escama de Gelo,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/ktullanux
Ktullanux,Velho Álbum de Cartas,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/ktullanux
Ktullanux,Velha Caixa Roxa,50%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/ktullanux
Ktullanux,Fruto de Yggdrasil,50%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/ktullanux
Ktullanux,Carta Ktullanux,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/ktullanux
Atiradora Cecil,Velha Caixa Roxa,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_shecil
Atiradora Cecil,Faca de Combate,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_shecil
Atiradora Cecil,Sucsamad,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_shecil
Atiradora Cecil,Walgwanggum,15%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_shecil
Atiradora Cecil,Adaga Sinistra,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_shecil
Atiradora Cecil,Arco de Rudra,15%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_shecil
Atiradora Cecil,Asa de Dragão,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_shecil
Atiradora Cecil,Carta Atirador de Elite Cecil,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_shecil
Pesadelo da Valquíria,Pedaço de Chifre,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/valkyrie_n
Pesadelo da Valquíria,Pedaço de Chifre,50%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/valkyrie_n
Pesadelo da Valquíria,Pedaço de Chifre,50%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/valkyrie_n
Pé Grande,Pata de Urso,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/bigfoot
Pé Grande,Couro de Animal,50%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/bigfoot
Pé Grande,Boneco de Pelúcia,0.8,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/bigfoot
Pé Grande,Batata Doce,15%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/bigfoot
Pé Grande,Mel,4.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/bigfoot
Pé Grande,Minério de Oridecon,0.43,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/bigfoot
Pé Grande,Carta Pé-Grande,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/bigfoot
Caramelo,Espinho de Porco-Espinho,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caramel
Caramelo,Couro de Animal,55%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caramel
Caramelo,Glaive [3],0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caramel
Caramelo,Ranseur [4],0.15,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caramel
Caramelo,Pique [4],0.2,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caramel
Caramelo,Carta Caramelo,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caramel
Cendrawasih,Pena de Cendrawish,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/cendrawasih
Cendrawasih,Pena Macia,80%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/cendrawasih
Cendrawasih,Plumas de Ave,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/cendrawasih
Cendrawasih,Carta Cendrawasih,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/cendrawasih
Imperador Morroc,Cristal da Escuridão,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/morocc
Imperador Morroc,Fragmento da Escuridão,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/morocc
Morroc Ferido,Cristal da Escuridão,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/morocc_
Morroc Ferido,Fragmento da Escuridão,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/morocc_
Tristan III,Coroa Quebrada,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tristan_3rd
Tristan III,Muco Pegajoso,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tristan_3rd
Entweihen Crothen,Velho Álbum de Cartas,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/entweihen
Entweihen Crothen,Ágata,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/entweihen
Entweihen Crothen,Cajado de Espinhos da Escuridão,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/entweihen
Entweihen Crothen,Vara Sagrada [1],90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/entweihen
Entweihen Crothen,Cajado do Feiticeiro [2],90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/entweihen
Entweihen Crothen,Bastão do Sobrevivente [1],90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/entweihen
Entweihen Crothen,Carta Ant Buyanne,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/entweihen
Naght Sieger,Velho Álbum de Cartas,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/naght_sieger
Naght Sieger,Turquesa,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/naght_sieger
Naght Sieger,Lâmina Gêmea de Naght Sieger [3],90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/naght_sieger
Naght Sieger,Lâmina Gêmea de Naght Sieger [3],90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/naght_sieger
Naght Sieger,Carta Naght Sieger,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/naght_sieger
Rocker,Perna de Gafanhoto,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/rocker
Rocker,Folha de Hinalle,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/rocker
Rocker,Boneco de Rocker,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/rocker
Rocker,Hinalle,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/rocker
